	#	BMI	DM Status	Gender	Age category	Smoking status	SBP Category	Cholesterol category	Combination ID	CVD risk %	Priority
Male-Lab-NDM	1633	x	0	1	5	0	2	3	x015023	13	1
Male-Lab-NDM	1634	x	0	1	5	0	2	4	x015024	15	1
Male-Lab-NDM	1635	x	0	1	5	0	2	5	x015025	18	1
Male-Lab-NDM	1636	x	0	1	5	0	3	1	x015031	7	1
Male-Lab-NDM	1637	x	0	1	5	0	3	2	x015032	8	1
Male-Lab-NDM	1638	x	0	1	5	0	3	3	x015033	10	1
Male-Lab-NDM	1639	x	0	1	5	0	3	4	x015034	11	1
Male-Lab-NDM	1640	x	0	1	5	0	3	5	x015035	13	1
Male-Lab-NDM	1641	x	0	1	5	0	4	1	x015041	5	1
Male-Lab-NDM	1642	x	0	1	5	0	4	2	x015042	6	1
Male-Lab-NDM	1643	x	0	1	5	0	4	3	x015043	7	1
Male-Lab-NDM	1644	x	0	1	5	0	4	4	x015044	8	1
Male-Lab-NDM	1645	x	0	1	5	0	4	5	x015045	10	1
Male-Lab-NDM	1646	x	0	1	5	0	5	1	x015051	4	1
Male-Lab-NDM	1647	x	0	1	5	0	5	2	x015052	4	1
Male-Lab-NDM	1648	x	0	1	5	0	5	3	x015053	5	1
Male-Lab-NDM	1649	x	0	1	5	0	5	4	x015054	6	1
Male-Lab-NDM	1650	x	0	1	5	0	5	5	x015055	7	1
Male-Lab-NDM	1651	x	0	1	6	1	1	1	x016111	7	1
Male-Lab-NDM	1652	x	0	1	6	1	1	2	x016112	7	1
Male-Lab-NDM	1653	x	0	1	6	1	1	3	x016113	8	1
Male-Lab-NDM	1654	x	0	1	6	1	1	4	x016114	9	1
Male-Lab-NDM	1655	x	0	1	6	1	1	5	x016115	10	1
Male-Lab-NDM	1656	x	0	1	6	1	2	1	x016121	5	1
Male-Lab-NDM	1657	x	0	1	6	1	2	2	x016122	5	1
Male-Lab-NDM	1658	x	0	1	6	1	2	3	x016123	6	1
Male-Lab-NDM	1659	x	0	1	6	1	2	4	x016124	6	1
Male-Lab-NDM	1660	x	0	1	6	1	2	5	x016125	8	1
Male-Lab-NDM	1661	x	0	1	6	1	3	1	x016131	3	1
Male-Lab-NDM	1662	x	0	1	6	1	3	2	x016132	4	1
Male-Lab-NDM	1663	x	0	1	6	1	3	3	x016133	4	1
Male-Lab-NDM	1664	x	0	1	6	1	3	4	x016134	5	1
Male-Lab-NDM	1665	x	0	1	6	1	3	5	x016135	5	1
Male-Lab-NDM	1666	x	0	1	6	1	4	1	x016141	2	1
Male-Lab-NDM	1667	x	0	1	6	1	4	2	x016142	3	1
Male-Lab-NDM	1668	x	0	1	6	1	4	3	x016143	3	1
Male-Lab-NDM	1669	x	0	1	6	1	4	4	x016144	3	1
Male-Lab-NDM	1670	x	0	1	6	1	4	5	x016145	4	1
Male-Lab-NDM	1671	x	0	1	6	1	5	1	x016151	2	1
Male-Lab-NDM	1672	x	0	1	6	1	5	2	x016152	2	1
Male-Lab-NDM	1673	x	0	1	6	1	5	3	x016153	2	1
Male-Lab-NDM	1674	x	0	1	6	1	5	4	x016154	2	1
Male-Lab-NDM	1675	x	0	1	6	1	5	5	x016155	3	1
Male-Lab-NDM	1676	x	0	1	6	0	1	1	x016011	11	1
Male-Lab-NDM	1677	x	0	1	6	0	1	2	x016012	13	1
Male-Lab-NDM	1678	x	0	1	6	0	1	3	x016013	14	1
Male-Lab-NDM	1679	x	0	1	6	0	1	4	x016014	17	1
Male-Lab-NDM	1680	x	0	1	6	0	1	5	x016015	20	1
Male-Lab-NDM	1681	x	0	1	6	0	2	1	x016021	8	1
Male-Lab-NDM	1682	x	0	1	6	0	2	2	x016022	9	1
Male-Lab-NDM	1683	x	0	1	6	0	2	3	x016023	10	1
Male-Lab-NDM	1684	x	0	1	6	0	2	4	x016024	12	1
Male-Lab-NDM	1685	x	0	1	6	0	2	5	x016025	14	1
Male-Lab-NDM	1686	x	0	1	6	0	3	1	x016031	6	1
Male-Lab-NDM	1687	x	0	1	6	0	3	2	x016032	6	1
Male-Lab-NDM	1688	x	0	1	6	0	3	3	x016033	7	1
Male-Lab-NDM	1689	x	0	1	6	0	3	4	x016034	9	1
Male-Lab-NDM	1690	x	0	1	6	0	3	5	x016035	10	1
Male-Lab-NDM	1691	x	0	1	6	0	4	1	x016041	4	1
Male-Lab-NDM	1692	x	0	1	6	0	4	2	x016042	5	1
Male-Lab-NDM	1693	x	0	1	6	0	4	3	x016043	5	1
Male-Lab-NDM	1694	x	0	1	6	0	4	4	x016044	6	1
Male-Lab-NDM	1695	x	0	1	6	0	4	5	x016045	8	1
Male-Lab-NDM	1696	x	0	1	6	0	5	1	x016051	3	1
Male-Lab-NDM	1697	x	0	1	6	0	5	2	x016052	3	1
Male-Lab-NDM	1698	x	0	1	6	0	5	3	x016053	4	1
Male-Lab-NDM	1699	x	0	1	6	0	5	4	x016054	4	1
Male-Lab-NDM	1700	x	0	1	6	0	5	5	x016055	5	1
Male-Lab-NDM	1701	x	0	1	7	1	1	1	x017111	5	1
Male-Lab-NDM	1702	x	0	1	7	1	1	2	x017112	6	1
Male-Lab-NDM	1703	x	0	1	7	1	1	3	x017113	6	1
Male-Lab-NDM	1704	x	0	1	7	1	1	4	x017114	7	1
Male-Lab-NDM	1705	x	0	1	7	1	1	5	x017115	8	1
Male-Lab-NDM	1706	x	0	1	7	1	2	1	x017121	4	1
Male-Lab-NDM	1707	x	0	1	7	1	2	2	x017122	4	1
Male-Lab-NDM	1708	x	0	1	7	1	2	3	x017123	4	1
Male-Lab-NDM	1709	x	0	1	7	1	2	4	x017124	5	1
Male-Lab-NDM	1710	x	0	1	7	1	2	5	x017125	6	1
Male-Lab-NDM	1711	x	0	1	7	1	3	1	x017131	2	1
Male-Lab-NDM	1712	x	0	1	7	1	3	2	x017132	3	1
Male-Lab-NDM	1713	x	0	1	7	1	3	3	x017133	3	1
Male-Lab-NDM	1714	x	0	1	7	1	3	4	x017134	3	1
Male-Lab-NDM	1715	x	0	1	7	1	3	5	x017135	4	1
Male-Lab-NDM	1716	x	0	1	7	1	4	1	x017141	2	1
Male-Lab-NDM	1717	x	0	1	7	1	4	2	x017142	2	1
Male-Lab-NDM	1718	x	0	1	7	1	4	3	x017143	2	1
Male-Lab-NDM	1719	x	0	1	7	1	4	4	x017144	2	1
Male-Lab-NDM	1720	x	0	1	7	1	4	5	x017145	3	1
Male-Lab-NDM	1721	x	0	1	7	1	5	1	x017151	1	1
Male-Lab-NDM	1722	x	0	1	7	1	5	2	x017152	1	1
Male-Lab-NDM	1723	x	0	1	7	1	5	3	x017153	1	1
Male-Lab-NDM	1724	x	0	1	7	1	5	4	x017154	2	1
Male-Lab-NDM	1725	x	0	1	7	1	5	5	x017155	2	1
Male-Lab-NDM	1726	x	0	1	7	0	1	1	x017011	9	1
Male-Lab-NDM	1727	x	0	1	7	0	1	2	x017012	10	1
Male-Lab-NDM	1728	x	0	1	7	0	1	3	x017013	12	1
Male-Lab-NDM	1729	x	0	1	7	0	1	4	x017014	14	1
Male-Lab-NDM	1730	x	0	1	7	0	1	5	x017015	17	1
Male-Lab-NDM	1731	x	0	1	7	0	2	1	x017021	6	1
Male-Lab-NDM	1732	x	0	1	7	0	2	2	x017022	7	1
Male-Lab-NDM	1733	x	0	1	7	0	2	3	x017023	8	1
Male-Lab-NDM	1734	x	0	1	7	0	2	4	x017024	10	1
Male-Lab-NDM	1735	x	0	1	7	0	2	5	x017025	12	1
Male-Lab-NDM	1736	x	0	1	7	0	3	1	x017031	4	1
Male-Lab-NDM	1737	x	0	1	7	0	3	2	x017032	5	1
Male-Lab-NDM	1738	x	0	1	7	0	3	3	x017033	6	1
Male-Lab-NDM	1739	x	0	1	7	0	3	4	x017034	7	1
Male-Lab-NDM	1740	x	0	1	7	0	3	5	x017035	8	1
Male-Lab-NDM	1741	x	0	1	7	0	4	1	x017041	3	1
Male-Lab-NDM	1742	x	0	1	7	0	4	2	x017042	3	1
Male-Lab-NDM	1743	x	0	1	7	0	4	3	x017043	4	1
Male-Lab-NDM	1744	x	0	1	7	0	4	4	x017044	5	1
Male-Lab-NDM	1745	x	0	1	7	0	4	5	x017045	6	1
Male-Lab-NDM	1746	x	0	1	7	0	5	1	x017051	2	1
Male-Lab-NDM	1747	x	0	1	7	0	5	2	x017052	2	1
Male-Lab-NDM	1748	x	0	1	7	0	5	3	x017053	3	1
Male-Lab-NDM	1749	x	0	1	7	0	5	4	x017054	3	1
Male-Lab-NDM	1750	x	0	1	7	0	5	5	x017055	4	1
Female-Lab-NDM	1751	x	0	0	1	1	1	1	x001111	18	1
Female-Lab-NDM	1752	x	0	0	1	1	1	2	x001112	19	1
Female-Lab-NDM	1753	x	0	0	1	1	1	3	x001113	20	1
Female-Lab-NDM	1754	x	0	0	1	1	1	4	x001114	21	1
Female-Lab-NDM	1755	x	0	0	1	1	1	5	x001115	22	1
Female-Lab-NDM	1756	x	0	0	1	1	2	1	x001121	16	1
Female-Lab-NDM	1757	x	0	0	1	1	2	2	x001122	16	1
Female-Lab-NDM	1758	x	0	0	1	1	2	3	x001123	17	1
Female-Lab-NDM	1759	x	0	0	1	1	2	4	x001124	18	1
Female-Lab-NDM	1760	x	0	0	1	1	2	5	x001125	18	1
Female-Lab-NDM	1761	x	0	0	1	1	3	1	x001131	13	1
Female-Lab-NDM	1762	x	0	0	1	1	3	2	x001132	14	1
Female-Lab-NDM	1763	x	0	0	1	1	3	3	x001133	14	1
Female-Lab-NDM	1764	x	0	0	1	1	3	4	x001134	15	1
Female-Lab-NDM	1765	x	0	0	1	1	3	5	x001135	15	1
Female-Lab-NDM	1766	x	0	0	1	1	4	1	x001141	11	1
Female-Lab-NDM	1767	x	0	0	1	1	4	2	x001142	11	1
Female-Lab-NDM	1768	x	0	0	1	1	4	3	x001143	12	1
Female-Lab-NDM	1769	x	0	0	1	1	4	4	x001144	12	1
Female-Lab-NDM	1770	x	0	0	1	1	4	5	x001145	13	1
Female-Lab-NDM	1771	x	0	0	1	1	5	1	x001151	9	1
Female-Lab-NDM	1772	x	0	0	1	1	5	2	x001152	9	1
Female-Lab-NDM	1773	x	0	0	1	1	5	3	x001153	10	1
Female-Lab-NDM	1774	x	0	0	1	1	5	4	x001154	10	1
Female-Lab-NDM	1775	x	0	0	1	1	5	5	x001155	11	1
Female-Lab-NDM	1776	x	0	0	1	0	1	1	x001011	26	1
Female-Lab-NDM	1777	x	0	0	1	0	1	2	x001012	27	1
Female-Lab-NDM	1778	x	0	0	1	0	1	3	x001013	28	1
Female-Lab-NDM	1779	x	0	0	1	0	1	4	x001014	30	1
Female-Lab-NDM	1780	x	0	0	1	0	1	5	x001015	31	1
Female-Lab-NDM	1781	x	0	0	1	0	2	1	x001021	22	1
Female-Lab-NDM	1782	x	0	0	1	0	2	2	x001022	23	1
Female-Lab-NDM	1783	x	0	0	1	0	2	3	x001023	24	1
Female-Lab-NDM	1784	x	0	0	1	0	2	4	x001024	25	1
Female-Lab-NDM	1785	x	0	0	1	0	2	5	x001025	26	1
Female-Lab-NDM	1786	x	0	0	1	0	3	1	x001031	18	1
Female-Lab-NDM	1787	x	0	0	1	0	3	2	x001032	19	1
Female-Lab-NDM	1788	x	0	0	1	0	3	3	x001033	20	1
Female-Lab-NDM	1789	x	0	0	1	0	3	4	x001034	21	1
Female-Lab-NDM	1790	x	0	0	1	0	3	5	x001035	22	1
Female-Lab-NDM	1791	x	0	0	1	0	4	1	x001041	15	1
Female-Lab-NDM	1792	x	0	0	1	0	4	2	x001042	16	1
Female-Lab-NDM	1793	x	0	0	1	0	4	3	x001043	17	1
Female-Lab-NDM	1794	x	0	0	1	0	4	4	x001044	18	1
Female-Lab-NDM	1795	x	0	0	1	0	4	5	x001045	19	1
Female-Lab-NDM	1796	x	0	0	1	0	5	1	x001051	13	1
Female-Lab-NDM	1797	x	0	0	1	0	5	2	x001052	13	1
Female-Lab-NDM	1798	x	0	0	1	0	5	3	x001053	14	1
Female-Lab-NDM	1799	x	0	0	1	0	5	4	x001054	15	1
Female-Lab-NDM	1800	x	0	0	1	0	5	5	x001055	16	1
Female-Lab-NDM	1801	x	0	0	2	1	1	1	x002111	14	1
Female-Lab-NDM	1802	x	0	0	2	1	1	2	x002112	15	1
Female-Lab-NDM	1803	x	0	0	2	1	1	3	x002113	16	1
Female-Lab-NDM	1804	x	0	0	2	1	1	4	x002114	16	1
Female-Lab-NDM	1805	x	0	0	2	1	1	5	x002115	17	1
Female-Lab-NDM	1806	x	0	0	2	1	2	1	x002121	12	1
Female-Lab-NDM	1807	x	0	0	2	1	2	2	x002122	12	1
Female-Lab-NDM	1808	x	0	0	2	1	2	3	x002123	13	1
Female-Lab-NDM	1809	x	0	0	2	1	2	4	x002124	13	1
Female-Lab-NDM	1810	x	0	0	2	1	2	5	x002125	14	1
Female-Lab-NDM	1811	x	0	0	2	1	3	1	x002131	9	1
Female-Lab-NDM	1812	x	0	0	2	1	3	2	x002132	10	1
Female-Lab-NDM	1813	x	0	0	2	1	3	3	x002133	10	1
Female-Lab-NDM	1814	x	0	0	2	1	3	4	x002134	11	1
Female-Lab-NDM	1815	x	0	0	2	1	3	5	x002135	12	1
Female-Lab-NDM	1816	x	0	0	2	1	4	1	x002141	8	1
Female-Lab-NDM	1817	x	0	0	2	1	4	2	x002142	8	1
Female-Lab-NDM	1818	x	0	0	2	1	4	3	x002143	9	1
Female-Lab-NDM	1819	x	0	0	2	1	4	4	x002144	9	1
Female-Lab-NDM	1820	x	0	0	2	1	4	5	x002145	10	1
Female-Lab-NDM	1821	x	0	0	2	1	5	1	x002151	6	1
Female-Lab-NDM	1822	x	0	0	2	1	5	2	x002152	7	1
Female-Lab-NDM	1823	x	0	0	2	1	5	3	x002153	7	1
Female-Lab-NDM	1824	x	0	0	2	1	5	4	x002154	7	1
Female-Lab-NDM	1825	x	0	0	2	1	5	5	x002155	8	1
Female-Lab-NDM	1826	x	0	0	2	0	1	1	x002011	21	1
Female-Lab-NDM	1827	x	0	0	2	0	1	2	x002012	23	1
Female-Lab-NDM	1828	x	0	0	2	0	1	3	x002013	24	1
Female-Lab-NDM	1829	x	0	0	2	0	1	4	x002014	25	1
Female-Lab-NDM	1830	x	0	0	2	0	1	5	x002015	27	1
Female-Lab-NDM	1831	x	0	0	2	0	2	1	x002021	18	1
Female-Lab-NDM	1832	x	0	0	2	0	2	2	x002022	19	1
Female-Lab-NDM	1833	x	0	0	2	0	2	3	x002023	20	1
Female-Lab-NDM	1834	x	0	0	2	0	2	4	x002024	21	1
Female-Lab-NDM	1835	x	0	0	2	0	2	5	x002025	22	1
Female-Lab-NDM	1836	x	0	0	2	0	3	1	x002031	15	1
Female-Lab-NDM	1837	x	0	0	2	0	3	2	x002032	15	1
Female-Lab-NDM	1838	x	0	0	2	0	3	3	x002033	16	1
Female-Lab-NDM	1839	x	0	0	2	0	3	4	x002034	17	1
Female-Lab-NDM	1840	x	0	0	2	0	3	5	x002035	18	1
Female-Lab-NDM	1841	x	0	0	2	0	4	1	x002041	12	1
Female-Lab-NDM	1842	x	0	0	2	0	4	2	x002042	13	1
Female-Lab-NDM	1843	x	0	0	2	0	4	3	x002043	13	1
Female-Lab-NDM	1844	x	0	0	2	0	4	4	x002044	14	1
Female-Lab-NDM	1845	x	0	0	2	0	4	5	x002045	15	1
Female-Lab-NDM	1846	x	0	0	2	0	5	1	x002051	10	1
Female-Lab-NDM	1847	x	0	0	2	0	5	2	x002052	10	1
Female-Lab-NDM	1848	x	0	0	2	0	5	3	x002053	11	1
Female-Lab-NDM	1849	x	0	0	2	0	5	4	x002054	12	1
Female-Lab-NDM	1850	x	0	0	2	0	5	5	x002055	12	1
Female-Lab-NDM	1851	x	0	0	3	1	1	1	x003111	11	1
Female-Lab-NDM	1852	x	0	0	3	1	1	2	x003112	11	1
Female-Lab-NDM	1853	x	0	0	3	1	1	3	x003113	12	1
Female-Lab-NDM	1854	x	0	0	3	1	1	4	x003114	13	1
Female-Lab-NDM	1855	x	0	0	3	1	1	5	x003115	14	1
Female-Lab-NDM	1856	x	0	0	3	1	2	1	x003121	9	1
Female-Lab-NDM	1857	x	0	0	3	1	2	2	x003122	9	1
Female-Lab-NDM	1858	x	0	0	3	1	2	3	x003123	10	1
Female-Lab-NDM	1859	x	0	0	3	1	2	4	x003124	10	1
Female-Lab-NDM	1860	x	0	0	3	1	2	5	x003125	11	1
Female-Lab-NDM	1861	x	0	0	3	1	3	1	x003131	7	1
Female-Lab-NDM	1862	x	0	0	3	1	3	2	x003132	7	1
Female-Lab-NDM	1863	x	0	0	3	1	3	3	x003133	8	1
Female-Lab-NDM	1864	x	0	0	3	1	3	4	x003134	8	1
Female-Lab-NDM	1865	x	0	0	3	1	3	5	x003135	9	1
Female-Lab-NDM	1866	x	0	0	3	1	4	1	x003141	5	1
Female-Lab-NDM	1867	x	0	0	3	1	4	2	x003142	6	1
Female-Lab-NDM	1868	x	0	0	3	1	4	3	x003143	6	1
Female-Lab-NDM	1869	x	0	0	3	1	4	4	x003144	7	1
Female-Lab-NDM	1870	x	0	0	3	1	4	5	x003145	7	1
Female-Lab-NDM	1871	x	0	0	3	1	5	1	x003151	4	1
Female-Lab-NDM	1872	x	0	0	3	1	5	2	x003152	5	1
Female-Lab-NDM	1873	x	0	0	3	1	5	3	x003153	5	1
Female-Lab-NDM	1874	x	0	0	3	1	5	4	x003154	5	1
Female-Lab-NDM	1875	x	0	0	3	1	5	5	x003155	6	1
Female-Lab-NDM	1876	x	0	0	3	0	1	1	x003011	18	1
Female-Lab-NDM	1877	x	0	0	3	0	1	2	x003012	19	1
Female-Lab-NDM	1878	x	0	0	3	0	1	3	x003013	20	1
Female-Lab-NDM	1879	x	0	0	3	0	1	4	x003014	21	1
Female-Lab-NDM	1880	x	0	0	3	0	1	5	x003015	23	1
Female-Lab-NDM	1881	x	0	0	3	0	2	1	x003021	14	1
Female-Lab-NDM	1882	x	0	0	3	0	2	2	x003022	15	1
Female-Lab-NDM	1883	x	0	0	3	0	2	3	x003023	16	1
Female-Lab-NDM	1884	x	0	0	3	0	2	4	x003024	17	1
Female-Lab-NDM	1885	x	0	0	3	0	2	5	x003025	19	1
Female-Lab-NDM	1886	x	0	0	3	0	3	1	x003031	11	1
Female-Lab-NDM	1887	x	0	0	3	0	3	2	x003032	12	1
Female-Lab-NDM	1888	x	0	0	3	0	3	3	x003033	13	1
Female-Lab-NDM	1889	x	0	0	3	0	3	4	x003034	14	1
Female-Lab-NDM	1890	x	0	0	3	0	3	5	x003035	15	1
Female-Lab-NDM	1891	x	0	0	3	0	4	1	x003041	9	1
Female-Lab-NDM	1892	x	0	0	3	0	4	2	x003042	10	1
Female-Lab-NDM	1893	x	0	0	3	0	4	3	x003043	10	1
Female-Lab-NDM	1894	x	0	0	3	0	4	4	x003044	11	1
Female-Lab-NDM	1895	x	0	0	3	0	4	5	x003045	12	1
Female-Lab-NDM	1896	x	0	0	3	0	5	1	x003051	7	1
Female-Lab-NDM	1897	x	0	0	3	0	5	2	x003052	8	1
Female-Lab-NDM	1898	x	0	0	3	0	5	3	x003053	8	1
Female-Lab-NDM	1899	x	0	0	3	0	5	4	x003054	9	1
Female-Lab-NDM	1900	x	0	0	3	0	5	5	x003055	10	1
Female-Lab-NDM	1901	x	0	0	4	1	1	1	x004111	8	1
Female-Lab-NDM	1902	x	0	0	4	1	1	2	x004112	9	1
Female-Lab-NDM	1903	x	0	0	4	1	1	3	x004113	9	1
Female-Lab-NDM	1904	x	0	0	4	1	1	4	x004114	10	1
Female-Lab-NDM	1905	x	0	0	4	1	1	5	x004115	11	1
Female-Lab-NDM	1906	x	0	0	4	1	2	1	x004121	6	1
Female-Lab-NDM	1907	x	0	0	4	1	2	2	x004122	7	1
Female-Lab-NDM	1908	x	0	0	4	1	2	3	x004123	7	1
Female-Lab-NDM	1909	x	0	0	4	1	2	4	x004124	8	1
Female-Lab-NDM	1910	x	0	0	4	1	2	5	x004125	8	1
Female-Lab-NDM	1911	x	0	0	4	1	3	1	x004131	5	1
Female-Lab-NDM	1912	x	0	0	4	1	3	2	x004132	5	1
Female-Lab-NDM	1913	x	0	0	4	1	3	3	x004133	6	1
Female-Lab-NDM	1914	x	0	0	4	1	3	4	x004134	6	1
Female-Lab-NDM	1915	x	0	0	4	1	3	5	x004135	7	1
Female-Lab-NDM	1916	x	0	0	4	1	4	1	x004141	4	1
Female-Lab-NDM	1917	x	0	0	4	1	4	2	x004142	4	1
Female-Lab-NDM	1918	x	0	0	4	1	4	3	x004143	4	1
Female-Lab-NDM	1919	x	0	0	4	1	4	4	x004144	5	1
Female-Lab-NDM	1920	x	0	0	4	1	4	5	x004145	5	1
Female-Lab-NDM	1921	x	0	0	4	1	5	1	x004151	3	1
Female-Lab-NDM	1922	x	0	0	4	1	5	2	x004152	3	1
Female-Lab-NDM	1923	x	0	0	4	1	5	3	x004153	3	1
Female-Lab-NDM	1924	x	0	0	4	1	5	4	x004154	4	1
Female-Lab-NDM	1925	x	0	0	4	1	5	5	x004155	4	1
Female-Lab-NDM	1926	x	0	0	4	0	1	1	x004011	15	1
Female-Lab-NDM	1927	x	0	0	4	0	1	2	x004012	16	1
Female-Lab-NDM	1928	x	0	0	4	0	1	3	x004013	17	1
Female-Lab-NDM	1929	x	0	0	4	0	1	4	x004014	18	1
Female-Lab-NDM	1930	x	0	0	4	0	1	5	x004015	20	1
Female-Lab-NDM	1931	x	0	0	4	0	2	1	x004021	11	1
Female-Lab-NDM	1932	x	0	0	4	0	2	2	x004022	12	1
Female-Lab-NDM	1933	x	0	0	4	0	2	3	x004023	13	1
Female-Lab-NDM	1934	x	0	0	4	0	2	4	x004024	14	1
Female-Lab-NDM	1935	x	0	0	4	0	2	5	x004025	16	1
Female-Lab-NDM	1936	x	0	0	4	0	3	1	x004031	9	1
Female-Lab-NDM	1937	x	0	0	4	0	3	2	x004032	10	1
Female-Lab-NDM	1938	x	0	0	4	0	3	3	x004033	10	1
Female-Lab-NDM	1939	x	0	0	4	0	3	4	x004034	11	1
Female-Lab-NDM	1940	x	0	0	4	0	3	5	x004035	12	1
Female-Lab-NDM	1941	x	0	0	4	0	4	1	x004041	7	1
Female-Lab-NDM	1942	x	0	0	4	0	4	2	x004042	8	1
Female-Lab-NDM	1943	x	0	0	4	0	4	3	x004043	8	1
Female-Lab-NDM	1944	x	0	0	4	0	4	4	x004044	9	1
Female-Lab-NDM	1945	x	0	0	4	0	4	5	x004045	10	1
Female-Lab-NDM	1946	x	0	0	4	0	5	1	x004051	5	1
Female-Lab-NDM	1947	x	0	0	4	0	5	2	x004052	6	1
Female-Lab-NDM	1948	x	0	0	4	0	5	3	x004053	6	1
Female-Lab-NDM	1949	x	0	0	4	0	5	4	x004054	7	1
Female-Lab-NDM	1950	x	0	0	4	0	5	5	x004055	8	1
Female-Lab-NDM	1951	x	0	0	5	1	1	1	x005111	6	1
Female-Lab-NDM	1952	x	0	0	5	1	1	2	x005112	7	1
Female-Lab-NDM	1953	x	0	0	5	1	1	3	x005113	7	1
Female-Lab-NDM	1954	x	0	0	5	1	1	4	x005114	8	1
Female-Lab-NDM	1955	x	0	0	5	1	1	5	x005115	8	1
Female-Lab-NDM	1956	x	0	0	5	1	2	1	x005121	5	1
Female-Lab-NDM	1957	x	0	0	5	1	2	2	x005122	5	1
Female-Lab-NDM	1958	x	0	0	5	1	2	3	x005123	5	1
Female-Lab-NDM	1959	x	0	0	5	1	2	4	x005124	6	1
Female-Lab-NDM	1960	x	0	0	5	1	2	5	x005125	6	1
Female-Lab-NDM	1961	x	0	0	5	1	3	1	x005131	4	1
Female-Lab-NDM	1962	x	0	0	5	1	3	2	x005132	4	1
Female-Lab-NDM	1963	x	0	0	5	1	3	3	x005133	4	1
Female-Lab-NDM	1964	x	0	0	5	1	3	4	x005134	5	1
Female-Lab-NDM	1965	x	0	0	5	1	3	5	x005135	5	1
Female-Lab-NDM	1966	x	0	0	5	1	4	1	x005141	3	1
Female-Lab-NDM	1967	x	0	0	5	1	4	2	x005142	3	1
Female-Lab-NDM	1968	x	0	0	5	1	4	3	x005143	3	1
Female-Lab-NDM	1969	x	0	0	5	1	4	4	x005144	3	1
Female-Lab-NDM	1970	x	0	0	5	1	4	5	x005145	4	1
Female-Lab-NDM	1971	x	0	0	5	1	5	1	x005151	2	1
Female-Lab-NDM	1972	x	0	0	5	1	5	2	x005152	2	1
Female-Lab-NDM	1973	x	0	0	5	1	5	3	x005153	2	1
Female-Lab-NDM	1974	x	0	0	5	1	5	4	x005154	3	1
Female-Lab-NDM	1975	x	0	0	5	1	5	5	x005155	3	1
Female-Lab-NDM	1976	x	0	0	5	0	1	1	x005011	12	1
Female-Lab-NDM	1977	x	0	0	5	0	1	2	x005012	13	1
Female-Lab-NDM	1978	x	0	0	5	0	1	3	x005013	14	1
Female-Lab-NDM	1979	x	0	0	5	0	1	4	x005014	15	1
Female-Lab-NDM	1980	x	0	0	5	0	1	5	x005015	17	1
Female-Lab-NDM	1981	x	0	0	5	0	2	1	x005021	9	1
Female-Lab-NDM	1982	x	0	0	5	0	2	2	x005022	10	1
Female-Lab-NDM	1983	x	0	0	5	0	2	3	x005023	11	1
Female-Lab-NDM	1984	x	0	0	5	0	2	4	x005024	12	1
Female-Lab-NDM	1985	x	0	0	5	0	2	5	x005025	13	1
Female-Lab-NDM	1986	x	0	0	5	0	3	1	x005031	7	1
Female-Lab-NDM	1987	x	0	0	5	0	3	2	x005032	8	1
Female-Lab-NDM	1988	x	0	0	5	0	3	3	x005033	8	1
Female-Lab-NDM	1989	x	0	0	5	0	3	4	x005034	9	1
Female-Lab-NDM	1990	x	0	0	5	0	3	5	x005035	10	1
Female-Lab-NDM	1991	x	0	0	5	0	4	1	x005041	5	1
Female-Lab-NDM	1992	x	0	0	5	0	4	2	x005042	6	1
Female-Lab-NDM	1993	x	0	0	5	0	4	3	x005043	6	1
Female-Lab-NDM	1994	x	0	0	5	0	4	4	x005044	7	1
Female-Lab-NDM	1995	x	0	0	5	0	4	5	x005045	8	1
Female-Lab-NDM	1996	x	0	0	5	0	5	1	x005051	4	1
Female-Lab-NDM	1997	x	0	0	5	0	5	2	x005052	4	1
Female-Lab-NDM	1998	x	0	0	5	0	5	3	x005053	5	1
Female-Lab-NDM	1999	x	0	0	5	0	5	4	x005054	5	1
Female-Lab-NDM	2000	x	0	0	5	0	5	5	x005055	6	1
Female-Lab-NDM	2001	x	0	0	6	1	1	1	x006111	5	1
Female-Lab-NDM	2002	x	0	0	6	1	1	2	x006112	5	1
Female-Lab-NDM	2003	x	0	0	6	1	1	3	x006113	6	1
Female-Lab-NDM	2004	x	0	0	6	1	1	4	x006114	6	1
Female-Lab-NDM	2005	x	0	0	6	1	1	5	x006115	7	1
Female-Lab-NDM	2006	x	0	0	6	1	2	1	x006121	4	1
Female-Lab-NDM	2007	x	0	0	6	1	2	2	x006122	4	1
Female-Lab-NDM	2008	x	0	0	6	1	2	3	x006123	4	1
Female-Lab-NDM	2009	x	0	0	6	1	2	4	x006124	5	1
Female-Lab-NDM	2010	x	0	0	6	1	2	5	x006125	5	1
Female-Lab-NDM	2011	x	0	0	6	1	3	1	x006131	3	1
Female-Lab-NDM	2012	x	0	0	6	1	3	2	x006132	3	1
Female-Lab-NDM	2013	x	0	0	6	1	3	3	x006133	3	1
Female-Lab-NDM	2014	x	0	0	6	1	3	4	x006134	3	1
Female-Lab-NDM	2015	x	0	0	6	1	3	5	x006135	4	1
Female-Lab-NDM	2016	x	0	0	6	1	4	1	x006141	2	1
Female-Lab-NDM	2017	x	0	0	6	1	4	2	x006142	2	1
Female-Lab-NDM	2018	x	0	0	6	1	4	3	x006143	2	1
Female-Lab-NDM	2019	x	0	0	6	1	4	4	x006144	2	1
